address,transaction_count,avg_gas_limit,max_gas_limit,total_excess_gas,additional_cost_eth,splits_required
0x23aafe32e03d50b87df43342bb0dcd471a9a37e7,32,25673127.9375,25698174.0,284669182.0,7.31868270853125e-06,2.0
0x0f26d8226d4c88d50f9384940bcc3cf10badc827,32,20000000.0,20000000.0,103129088.0,7.75111250353125e-06,2.0
0xab9b0c00c81ca20d6d5d421e47295e6c52a3ca95,32,25247807.125,32073144.0,271058916.0,1.027732292475e-05,2.0
0xd064967e728cbc7ce5315488d01d34ae22f9934a,31,24567741.93548387,25600000.0,241506304.0,1.1638351969548387e-05,2.0
0xb16e84b00970daaad27e942a78cf57cb7a7a2fa9,31,24567741.93548387,25600000.0,241506304.0,1.4146193161935482e-05,2.0
0x4ae11c82ba7f4b39a4333930a1b46c464b8a0b66,31,20952354.83870968,26393000.0,129429304.0,1.0466701766612902e-05,2.0
0x26c6b1cd843c8e5aa1c9958df95d85424d390928,31,17725090.322580647,18156361.0,29384104.0,3.466889098016129e-05,2.0
0x97a14158eefa53670c21dbe56dc4cf3d7fcd7a04,31,32305980.06451613,33271299.0,481391686.0,1.1468693174129032e-05,2.0
0x045351af647d58a69a3e8dcef5b0667582d3a88d,31,25612903.225806452,25800000.0,273906304.0,9.433064516129031e-06,2.0
0xc64770e21ea342b062aec5ac4145cea5e2dfcf92,31,20092694.548387095,20094343.0,102779835.0,1.1109722733290322e-05,2.0
0x02ff59d668ffe8e6f4e6ff1926b8b129c822a589,31,24498032.258064516,26773000.0,239345304.0,9.03362889416129e-06,2.0
0x62246875a6f4b68b41a01513e0c01c3232d848c4,31,25600000.0,25600000.0,273506304.0,7.158290322580645e-06,2.0
0x2151ee5df7373d0d6a5188f13dcc5d62f21ca1ba,31,32382585.225806452,32400000.0,483766446.0,6.9426e-06,2.0
0xfdf0bd584dde063ce84537fa63c55b41d4a67791,31,25673988.0,25698174.0,275799932.0,7.313286696483871e-06,2.0
0xd383787dd6e1f77286e06034835e30162daa4826,31,20000000.0,20000000.0,99906304.0,8.678475627387099e-06,2.0
0x098b53cd29cbb4233f37df5e316e80b3c21108bf,30,20133333.333333332,24000000.0,100683520.0,1.44088e-05,2.0
0xd40c14e7b6828027203b39b82ac166dbd1647c38,30,24746666.666666668,25600000.0,239083520.0,1.55011627141e-05,2.0
0xd31ddfaf12e795f315e1d0fcb4690bac9a5a8eda,30,24986666.666666668,25600000.0,246283520.0,8.9963736891e-06,2.0
0xb42e412fd9d291c662fe70f80268133dfe80a3a4,30,23011666.666666668,25600000.0,187033520.0,1.17657474088e-05,2.0
0xea90a6c3e7b1150844d4c2b2345434fa8fa73d78,30,25467600.0,25933000.0,260711520.0,2.21217023685e-05,2.0
0xb2ef3af10aab4442511f7165a00c29bc474e07fd,30,33099965.566666666,33143222.0,489682487.0,1.446121957e-05,2.0
0x46f4dc8d877e623af071c665014459284c06c112,30,30000000.0,30000000.0,396683520.0,8.22092344829e-05,2.0
0x4523dfd9318092ce6583b662fa9aba4ecf9fcf52,30,33121322.066666663,33181643.0,490323182.0,1.32506947727e-05,2.0
0xce51e373bb69f4ed433155decee8974694d52e5e,30,20000000.0,20000000.0,96683520.0,1.1439401915900003e-05,2.0
0xb2d42dff66a7436830153cd5b5b29de5de0c5c5c,30,26168000.0,26313000.0,281723520.0,8.773876923e-06,2.0
0x1f8da434a356ebc970dce1368dcaf1140d9ec58f,30,22204705.566666663,22349212.0,162824687.0,9.958120571e-06,2.0
0xff76352a6be5d196cdd4110a1132bb33a6a752e1,30,30000000.0,30000000.0,396683520.0,8.18850557952e-05,2.0
0x8c7a2010b3792621b38e7485a9a78e5e28959087,30,25673181.8,25698174.0,266878974.0,7.333824044399999e-06,2.0
0x72016206489914de6e2f5c31193af7811fd6ae07,29,18351648.413793106,19663759.0,45658540.0,0.000205264356837931,2.0
0xecd8848a0b3e74a07dd9698e1037b13179abbc8b,29,20620689.655172415,30000000.0,111460736.0,1.1648404408344829e-05,2.0
0x84a4c56741ac2fa37e2a40453abafa4789e28512,29,25600000.0,25600000.0,255860736.0,1.0542724137931035e-05,2.0
0xa07f64b0e662b213155c736549afbe5d18295a21,29,25446551.72413793,25600000.0,251410736.0,1.0310275862068965e-05,2.0
0xf5ef2d3393a6168685d826536716a60fb1923ec0,29,33576223.27586207,34200000.0,487171211.0,1.540965517241379e-05,3.0
0x23b22a49042e37d49388057db31d30c3642d5d73,29,26161903.44827586,35337385.0,272155936.0,1.785046721451724e-05,2.0
0xe4d8239e7facd90f99b8a628d7b2da6dbfefc991,29,28858044.65517241,34903938.0,350344031.0,3.404306769475862e-05,2.0
0xb518d5cc15cee30539f5b5b1a1c0ec569bfbb6d9,29,32545142.79310345,33128856.0,457269877.0,8.535744656793104e-06,2.0
0x26f94f944d800cca2b8809470b1e3ddfbb8d87e3,29,20000000.0,20000000.0,93460736.0,8.697769369655173e-06,2.0
0x0090c74ce5f0765cb5447d2b6a02297e02521209,29,25674103.03448276,25698174.0,258009724.0,7.341378191482759e-06,2.0
0x521cc4171ae7076345fb84bc3b32693361ed82a1,29,25674103.03448276,25698174.0,258009724.0,7.329149906689655e-06,2.0
0x435ec483dc0164e1d1bf0b12c4d2955d9fc13069,29,32128467.931034483,32400000.0,445186306.0,6.780902270896552e-06,2.0
0x0000db5c8b030ae20308ac975898e09741e70000,28,25762445.785714287,35761635.0,251586434.0,0.0001096420454265,2.0
0xdd8e586776079cc62155377cc54e87393e4ca1e8,28,24000000.0,25600000.0,202237952.0,2.4161572032e-05,2.0
0x0b64aa727412fc4c527aa8f14ba83cd8cf5e75fe,28,24197571.89285714,34725707.0,207769965.0,4.154432656425e-05,2.0
0x1092e2f075877443d9bf388c377d457a734a2a68,28,20000000.0,20000000.0,90237952.0,3.165354174675e-05,2.0
0xd126283234eaa866678898952cbeb5a92acdbf85,28,25888000.0,25953000.0,255101952.0,1.5185944969500002e-05,2.0
0x3b7ebe30d46b067489a3f2f96ed12bb57853b348,28,25600000.0,25600000.0,247037952.0,7.739221986e-06,2.0
0xf2d074937d059f4b96e046e23b49e7ef37d6d5cd,28,25838357.14285714,25843000.0,253711952.0,8.589e-06,2.0
0x72cac5e0981048543791a1a0cc92baf47fdace8b,28,26088000.0,26223000.0,260701952.0,1.220023594575e-05,2.0
0xdb49f0873afb5ae5ab5a95ab6629eb6c41a7d6eb,28,32550917.964285713,33160298.0,441663655.0,1.00835687475e-05,2.0
0x6b270f0ba52908399170b0d4bddc8a5da9da8c93,28,21352142.32142857,28711726.0,128097937.0,5.5887520632e-05,2.0
0x183eed9c89521c1bfdb9633e6c9ce97c251dd8ca,28,25000000.0,25000000.0,230237952.0,1.99722108735e-05,2.0
0x4450c871d764d299fd6c24a424d04c87b348e979,28,25674166.714285713,25698174.0,249114620.0,7.3368520425e-06,2.0
0x7512df85883a9f8f7d4f3950638d71d54bca2962,28,25673243.35714286,25698174.0,249088766.0,7.335742368e-06,2.0
0x15c8314ed3da03654e4a2bea5b2cb619be1c7f84,28,25674166.714285713,25698174.0,249114620.0,7.33691678475e-06,2.0
0x58423e4cdf56b4a374e74ebc8cf7cc28ebe03349,27,23703703.703703705,25600000.0,187015168.0,2.7124746685555556e-05,2.0
0xef40e340bee4c41e3517e711d5b5e1e2b9d296f3,27,22090740.740740743,25600000.0,143465168.0,1.9689444444444444e-05,2.0
0xf3ab8eb5ae19d746bbed15c8213a44026e165916,27,24177777.777777776,25600000.0,199815168.0,2.450456024566667e-05,2.0
0xeee705344b38b33980c0eeb1be47ee0fa98a0608,27,24770179.222222224,28158489.0,215810007.0,5.914326191588889e-05,2.0
0x45eb627e626df60735274997672d0570353320eb,27,25362962.962962963,25600000.0,231815168.0,1.0842810453222222e-05,2.0
0xb975838eb3be38d1c5d0b040e4a8c4b4fc81a31b,27,25600000.0,25600000.0,238215168.0,1.480370561677778e-05,2.0
0x16e980c6a6bc8efb14db48a120d09fcb8338f0ca,27,24148148.14814815,25600000.0,199015168.0,1.0075719135222223e-05,2.0
0x76c6bcbfac0b88768314391b89d6cc0bc6ad3ec1,26,23876923.076923076,25600000.0,184592384.0,2.3980384615384613e-05,2.0
0xd37418e870da44ec59a2229aabc0e239d366b82f,26,23630769.230769232,25600000.0,178192384.0,2.1573461538461537e-05,2.0
0xd1665ad6361af8f5909f2006c325ad5dfbe470db,26,20807692.307692308,21000000.0,104792384.0,0.00010388731309546155,2.0
0x8d0521c7748e47369794cd346fb61ad31b0a2b03,26,23870139.384615384,35527138.0,184416008.0,5.0468550112615385e-05,2.0
0x5b2eeb1d314a00e8b688cc174cc36c205ee90003,26,17592739.884615384,18848002.0,21203621.0,1.691390927826923e-05,2.0
0x8a7457e00344973e5be44b6f1202e6392364a02b,26,30332873.807692308,33181922.0,352447103.0,1.2236736071538462e-05,2.0
0xc4bed0de4ef2c1b6a1156a47e7869c83a66ed7fe,26,28897283.192307692,28908822.0,315121747.0,2.9797369468730773e-05,2.0
0x2233bf08c622164392489cd5b8afb446e85f2517,26,22061423.076923076,26083000.0,137389384.0,1.040738442126923e-05,2.0
0x3c3e3b8f3cc0275f51acefab893d7cd70256b156,26,30000000.0,30000000.0,343792384.0,8.990629013665384e-05,2.0
0x53b55b4b540aed4b2b10575d83dda28bbc170194,26,18189024.96153846,18224209.0,36707033.0,2.3939030179615387e-05,2.0
0xf10c5681ce61cc5bdff25b67a5367d6a72158a2c,25,19695048.6,26162582.0,72945815.0,6.981017666532e-05,2.0
0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,25,27029280.44,35950000.0,256301611.0,7.27945313592e-05,2.0
0xd92b1a9f7b593f218ec59c0c0854ca96afe4ad3a,25,18358564.36,21103711.0,39533709.0,3.540775729428e-05,2.0
0x269bdbe30f385af09d836319c593b710b0f4a663,25,25600000.0,25600000.0,220569600.0,4.760739259164e-05,2.0
0xcfd8aa4314bb9a0da2f3c806b23b54e811b98310,25,23711463.04,32196696.0,173356176.0,3.492073789848e-05,2.0
0x61750332e31d98e5168a7b29c26a1561df1d451b,25,26026757.36,26305867.0,231238534.0,1.056961130568e-05,2.0
0x4e8d25d7b6a0ee67ccda7417eee8309ad27e5fd1,25,32802194.96,33408215.0,400624474.0,1.73319300924e-05,2.0
0x6634d68213f34c7005b7aa9048c92fb124bebab7,25,25902600.0,26003000.0,228134600.0,1.4751894681720002e-05,2.0
0xff2c6dca47f5e22fe21d61cb2b213fe5b932b317,25,18080000.0,20000000.0,32569600.0,1.097531539356e-05,2.0
0x6220fe44abe306c262dd1359b991fddef42c332b,25,28159072.76,33109449.0,284546419.0,1.136521620864e-05,2.0
0x0a912aa323803bbf5487366c04da03c189b121e5,25,25893800.0,25943000.0,227914600.0,9.69707117232e-06,2.0
0x31717dbe039196a6a6bfcf16e171cde01a4448ef,25,30000000.0,30000000.0,330569600.0,0.000232302602784,2.0
0x5cf6a463680d033a7758172d8dfb0b97881d819f,25,32839553.72,32864369.0,401558443.0,8.61e-06,2.0
0xd8e734fa9d779d242b0b905f8b2416f1491233ad,25,26368000.0,36000000.0,239769600.0,2.185307395068e-05,2.0
0x6caea58c6dfefc4d44856d747f1fc7b49b6be069,24,24000000.0,25600000.0,173346816.0,1.91975e-05,2.0
0xa597eab0100b447ae6751481fa5ec5f9d183b9dd,24,23733333.333333332,25600000.0,166946816.0,2.22075e-05,2.0
0x4206703759f84416cced4be13fa3ad9a6a995a1f,24,24000000.0,25600000.0,173346816.0,2.102625e-05,2.0
0xd589a2721d109af59a55592161599613a1ef7bd0,24,24266666.666666668,25600000.0,179746816.0,2.3911374246375e-05,2.0
0xe93685f3bba03016f02bd1828badd6195988d950,24,25437147.916666668,28800000.0,207838366.0,7.9038371923e-05,2.0
0xbe616f13f29c22f6a58709e3b80548fcb014632b,24,23683333.333333332,25600000.0,165746816.0,2.8202440555625e-05,2.0
0xf146c2133c2448f15fb5782cada0692d96930a82,24,30132945.958333332,34200000.0,320537519.0,0.000146322791993,2.0
0x7cc6ce7d313de7aa6e0b5779696f84a817050267,24,25936750.0,26053000.0,219828816.0,2.45661161935e-05,2.0
0xd08b7e82942fac71d96fecaa99ed7323a95d9a79,24,25925625.0,26233000.0,219561816.0,2.349146907975e-05,2.0
0x5153aecbf6ab6818ef246285fe70b5234503a2f1,24,25180291.666666668,26173000.0,201673816.0,1.512492174025e-05,2.0
0xa9e461df75e488a5ea69bbf26091dcf0f35c360e,24,20000000.0,20000000.0,77346816.0,1.4912463362125e-05,2.0
0x35ec25515fe497decc92e188609a723af6567e4e,24,25600000.0,25600000.0,211746816.0,8.9775e-06,2.0
0xa0da3b2ab1601cdec4874b59646b1a1ccedb48cf,24,25007458.333333332,26143000.0,197525816.0,8.8298195615e-06,2.0
0x4d2948b9e586e911283a15c471abf2ebf4806de6,24,25433962.75,25670222.0,207761922.0,9.3975e-06,2.0
0x0800a132cdfe079bf87ab533f77e4e8df7c0a106,24,21200000.0,30000000.0,106146816.0,1.005451026125e-05,2.0
0xb205a1ed52de80512bbd616f714e407053bfeadd,23,23874105.260869566,24981888.0,163228453.0,9.592390383495651e-05,2.0
0x0c5b4485d96a15e691f77b8b1d7eaee70f388f19,23,26837430.173913043,29724785.0,231384926.0,3.825652173913043e-05,2.0
0x365e818c38ebd2fd4f93ddee3b04f7c19cb20228,23,24939130.43478261,36000000.0,187724032.0,3.1814159348086955e-05,2.0
0xc30bd4d20d873cd244f67b85a352cea7153ef211,23,32656236.04347826,33151760.0,365217461.0,9.748081639434783e-06,2.0
0xc76bd47f1d2022e7a62f7c0a64de5e752247a268,23,20023633.0,20023633.0,74667591.0,9.489634356391304e-06,2.0
0x7de049cbd0e161c7033fe26ed6807b8aad696087,23,25428913.04347826,25983000.0,198989032.0,1.1014858804173914e-05,2.0
0x107c2add76579deef7e18fa1e5ebfd935b412cae,23,26080092.52173913,32578226.0,213966160.0,1.1352447707086957e-05,2.0
0x8afe80967d54366e5ef647804b1d180de0fbac0e,23,31870379.826086957,32841243.0,347142768.0,9.625045109217392e-06,2.0
0x32e5941cce848e53ddadf4bc11853d364d48445c,23,30000000.0,30000000.0,304124032.0,0.0002301879296603478,2.0
0x12bafb6358ca4e9457750144b82edfe2365a3e45,23,21792166.86956522,27310442.0,115343870.0,9.639871643347827e-06,2.0
0x7281cb936a8cc58e61720efbb897f7b09441b372,22,24145454.545454547,25600000.0,162101248.0,2.0653064770227275e-05,2.0
0x9ddfb1fa03446cd4b54ce42daa08af663ab8b966,22,22981818.181818184,25600000.0,136501248.0,2.944378379440909e-05,2.0
0xd74f53f4ec55d92417516c53ee75a334f975faa1,22,17514563.363636363,19298339.0,16221642.0,3.835577177631818e-05,2.0
0xc7e3f58808c15b267ea69ea0dace8e367201ebc2,22,20509090.90909091,25600000.0,82101248.0,1.5110555744454544e-05,2.0
0x14f117f998c0d81c88a4ed88e2aa2aa726e6368f,22,25600000.0,25600000.0,194101248.0,1.8714406428136362e-05,2.0
0xc7f82452755dfdb32e5a3e78844f8912cb022df1,22,17376505.454545453,17376506.0,13184368.0,1.0595454545454545e-05,2.0
0x37a807a7e3e0dbb2e41e54c6c1c4bec5a02175c5,22,32642240.454545453,33117609.0,349030538.0,1.2318409090909092e-05,2.0
0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c,22,17853931.0,19706780.0,23687730.0,6.072023652640908e-05,2.0
0x12538beaf2e73596cf7de3bbe2fc517430f5118b,22,31173962.045454547,32399968.0,316728413.0,1.3017937662545455e-05,2.0
0xb5537e1d7d98eb2f8ee9599dfbaff3147be37fb2,22,22533303.954545453,22559463.0,126633935.0,4.410372912845455e-05,2.0
0x6560577e0a90f8746df969f33b8cb8499077378f,22,25600000.0,25600000.0,194101248.0,9.4118154585e-06,2.0
0x2a999ded1d6d9ae533be2bbb1c81161d130d326d,22,20956818.181818184,29850000.0,91951248.0,3.951888104372728e-05,2.0
0xf755b9fc736643d278a726112b6246edf6a57419,21,22995238.095238097,28500000.0,130578464.0,0.00011077863787500001,2.0
0x6261259f4c7b89dc321275ddc1570cd196f38864,21,23466666.666666668,25600000.0,140478464.0,2.7785021787e-05,2.0
0x60d0a819e8bbef70cda9f0e044c483034a889476,21,23161904.76190476,25600000.0,134078464.0,2.86829932e-05,2.0
0xc9a5643ed8e4cd68d16fe779d378c0e8e7225a54,21,25706925.285714287,33363893.0,187523895.0,0.0003314082593,2.0
0xfe199dad70f7b5bc3f24beca0485a3c4cb3576f5,21,23161904.76190476,25600000.0,134078464.0,3.2700196712e-05,2.0
0x6a410216cfacfe943e97a905c8cf92deaab43ff6,21,22117006.0,22117006.0,112135590.0,5.9101758405e-05,2.0
0xbb66fb18b0d973abc68933800c98363d7fa90948,21,23466666.666666668,25600000.0,140478464.0,2.882e-05,2.0
0x0cb3b0ab236bce63881465e97a44761aeb469e86,21,25848714.285714287,26003000.0,190501464.0,2.551453487e-05,2.0
0x300bc0a65b52a70ea9e8c937f056906be47af2e8,21,29538280.95238095,33158738.0,267982364.0,1.09e-05,2.0
0x39d1a7c4ba5cd45b1d7a52d4105b7c096531012a,21,24399476.19047619,26343000.0,160067464.0,9.887953055e-06,2.0
0x9b6dd6c69f56170ea58323a9f4529c90d1d44c75,21,32292333.285714287,33301479.0,325817463.0,9.3e-06,2.0
0xcbfa14288b412e96e1c8e7771255e6f0922b9df2,21,19536174.523809522,22536600.0,57938129.0,3.7921415687e-05,2.0
0x1637a10ea7584115e8b7aab7ba7e6f3f25748633,21,20000000.0,20000000.0,67678464.0,1.31508e-05,2.0
0x37210dbb3fa22e3287bd0c661776842d65138fdf,21,32754004.714285713,35894571.0,335512563.0,2.4360375637e-05,2.0
0xee1cd5c5ea85ae974c8e90042073df0aa668574d,21,25600000.0,25600000.0,185278464.0,1.0255171061e-05,2.0
0x4ce24bf2f7997686d3039e2228cbbc170e2b96ac,21,19200000.0,19200000.0,50878464.0,1.5538505627e-05,2.0
0xa04d1efc209d195a30d54ba26b78e81d5020542e,21,20771257.14285714,25234800.0,83874864.0,9.83e-06,2.0
0x2d995e93240d5caef0db462ce24a76bde07190cb,21,33096261.95238095,33164565.0,342699965.0,1.0703750411e-05,2.0
0xa332244451c86b5a06d47c4dee99fbd4567f723d,21,25600000.0,25600000.0,185278464.0,7.1466e-06,2.0
0xe089722d60bd6374736980973c5dc37f0580bf76,21,20000000.0,20000000.0,67678464.0,6.918019105e-06,2.0
0x60e8fc5a1b980bdac4cbe48db96206db2a085ade,20,23040000.0,25600000.0,125255680.0,3.15153808935e-05,2.0
0x250d87f3b669107bb625dc8e6280da6c5c0b5545,20,23360000.0,25600000.0,131655680.0,2.994820309845e-05,2.0
0xfaacd79182704b637992b842dd926402cd6335db,20,22795178.7,32785922.0,120359254.0,4.44628218741e-05,2.0
0xb934acab07ea5c50483a507e6776325dd702d030,20,23680000.0,25600000.0,138055680.0,2.4198224434650004e-05,2.0
0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,20,27500000.0,30000000.0,214455680.0,0.00034519037010465,2.0
0x723b030ea11dc3bf01f4cc3ee10a8a1c54d35776,20,25568175.25,33582198.0,175819185.0,0.00021820816444665,2.0
0x3f75df8167c84dd3d850f9fd2ca8f71f48ada654,20,32057785.0,32070498.0,305611380.0,2.3226e-05,2.0
0x15023bfade2579b194bb95008a76a7e5869c6abd,20,25917000.0,26013000.0,182795680.0,1.594068283815e-05,2.0
0x3b54e1d04f819ca5f89483c304660d323882346d,20,32613199.85,33190181.0,316719677.0,1.53734724759e-05,2.0
0x8459382fd8649d8aab602e5fc96c8cd4132ef12e,20,25912000.0,26003000.0,182695680.0,1.2963812673e-05,2.0
0x048540e116763a43a7a04d7a539249b12b384b63,20,23626167.85,30379482.0,136979037.0,2.7441511562849997e-05,2.0
0xd942278f486ba581f7950a4f15bfe9f8bee90d50,20,23572932.35,29114620.0,135914327.0,1.351943351325e-05,2.0
0xe00a3477318db760bf030d93b5a958af12939fac,20,25675373.8,25696057.0,177963156.0,1.34995441959e-05,2.0
0x50ed9df707dcc8456875de31c3f7bf2d367a1735,20,25672806.4,25696075.0,177911808.0,9.697594221e-06,2.0
0x0ab3fcd195e1d5ee4b6ffa6af56ee70d367ac762,20,25672806.4,25696075.0,177911808.0,9.7379247945e-06,2.0
0x41f56bbdc88bfb38cde51a4fbfe0569434d421ae,20,33134684.0,33134684.0,327149360.0,9.051e-06,2.0
0x9c59e7ee2b65975c2e0bf797d189777283baea6e,20,30000000.0,30000000.0,264455680.0,0.000231872687571,2.0
0xb0ca0e9c40c160d65b2fb5f3f6c2db303b1192d2,20,25675391.8,25696075.0,177963516.0,8.457601647600002e-06,2.0
0x67ea909b2d66ca50adaff4749122f07295cfb789,20,25675391.8,25696075.0,177963516.0,8.493417311399998e-06,2.0
0xa8b6bd799aebf0f7b67ca7f80a9caa239cdbd543,20,25672806.4,25696075.0,177911808.0,8.383416426e-06,2.0
0x75245460b769ab353511a7db9844763894d9ecc7,20,25675391.8,25696075.0,177963516.0,8.4997321416e-06,2.0
0x506cbad109e7316552fa82a53961a1b346bc2025,20,25600000.0,25600000.0,176455680.0,7.203315e-06,2.0
0x7e97cafdd8772706dbc3c83d36322f7bfc0f63c7,20,29329635.1,33775573.0,251048382.0,2.17507905888e-05,2.0
0x6996ff993fbc5fcfa896d5688a5dc45de3573b44,20,25918000.0,26013000.0,182815680.0,2.019100734e-05,2.0
0x36658ec735c0f78feae9e1476adce813c63e9035,20,25672806.4,25696075.0,177911808.0,7.367035433100001e-06,2.0
0x2e95c74ec1faef421bae48b0d4d537a6bb0bfdab,20,25672806.4,25696075.0,177911808.0,7.400959269899999e-06,2.0
0x0007ca37c40378b43f18afe421dfe2063ff4a888,20,32838534.0,32838534.0,321226360.0,7.1085e-06,2.0
0x1d0519eed308bcd49e4ebc149284f83ebc275284,20,23710620.9,34212418.0,138668098.0,4.7468237054699994e-05,2.0
0xa733ba7cd43ec1b95325fc1e31e1a4555fadc0d9,20,25360300.0,26013000.0,171661680.0,2.4345797154e-05,2.0
0x463e95c49772c59ce01fe4d95b492f71aed83e05,19,23242105.263157893,25600000.0,122832896.0,2.7263458449315792e-05,2.0
0x429d39ec366756e18e15ac5b547e1f85a2d76c7b,19,20907454.736842107,27847548.0,78474536.0,4.5958665705473686e-05,2.0
0xeff8b2563e4fcdea01269f3cce1f2667e2552746,19,19689929.0,20551710.0,55341547.0,2.5841532288157895e-05,2.0
0x43eb58a8bedbc46786a40a027327bea84ef45f4f,19,23578947.36842105,25600000.0,129232896.0,3.33994453048421e-05,2.0
0x239e157e6285dbc2492377872872eed4860f9d28,19,23242105.263157893,25600000.0,122832896.0,3.4849466652e-05,2.0
0x3aab9b3145df48a22ae337d50d1d66a3b2a3bda0,19,17808751.842105262,25953261.0,19599181.0,5.983966194647369e-05,2.0
0x23e9a0a42dd210a0c88e6a91c4b8cb892ae2ba6a,19,23578947.36842105,25600000.0,129232896.0,2.2912105263157894e-05,2.0
0xb630ed783f3d7cd8c9506c1ffa1fd20e90a98594,19,23578947.36842105,25600000.0,129232896.0,2.6620059036789474e-05,2.0
0x7b9ef8ba6765cf0bd99fada4b8b09c63ba7452f9,19,23915789.47368421,25600000.0,135632896.0,2.771933253157895e-05,2.0
0x4a8c9a29b23c4eac0d235729d5e0d035258cdfa7,19,27013872.263157897,27052757.0,194496469.0,0.0005189768522510527,2.0
0xdb6d474a7e6ec8345bd99994eed6b6e766c3310b,19,20000000.0,20000000.0,61232896.0,6.062808957394737e-05,2.0
0x5ba479ecc1759c4665cc00a06431b07e56f92476,19,25624000.0,25833000.0,168088896.0,1.6766842105263158e-05,2.0
0x013a7b462107c1392300478337d17d668dc9a3a9,19,30000000.0,30000000.0,251232896.0,8.744671640194737e-05,2.0
0x82832d8fb74d9549801a5d13ff9c609ba34caf89,19,17068421.05263158,19200000.0,5532896.0,3.49247991208421e-05,2.0
0x51f87c5fabc7f71d725004453ee5c2d0f3b94a3c,19,32897374.263157893,33190181.0,306283007.0,2.8896442835842105e-05,2.0
0x58ed90b28a990553677b867cd0cdcce233c1efa2,19,25497579.736842107,26371977.0,165686911.0,1.701696769168421e-05,2.0
0xe2df2ec1c080923b3bc9f8ba4b55e22597c61470,19,25555421.05263158,26243000.0,166785896.0,1.9365050479894734e-05,2.0
0x6bf3ebba07cfff3083b3e99df4c3c2b0e8d658c6,19,27674067.57894737,32864388.0,207040180.0,1.1959704069157897e-05,2.0
0x168bdc8b85c296fa2813a5523f288df206613a93,19,26754060.63157895,33062118.0,189560048.0,1.1273684210526317e-05,2.0
0xe115dcaa1148cd932db16bcaddbde7eeead85080,19,28585145.736842107,33103244.0,224350665.0,8.783654283157894e-06,2.0
0x3c6a208ae02554e744e0ef8fc6d1cd1afaf03b1c,19,31301627.736842107,32400000.0,275963823.0,9.097822782631578e-06,2.0
0x1aa9f53adf34e02e8014712e7fa3c3449a79f722,19,25522631.57894737,26063000.0,166162896.0,1.0697179061210527e-05,2.0
0x9772e5501629969558c9ac5deff212b87f25e98b,19,25675645.947368417,25696057.0,169070169.0,1.3500974387526315e-05,2.0
0x792f338a79d0300cc09a487dfd06df0bb817f70b,19,25671563.736842107,25696057.0,168992607.0,1.3397639782578948e-05,2.0
0xbfb3d37ab0159fe9a0d2e58009fa103b9d38dca2,19,22484368.42105263,26113000.0,108435896.0,1.0140791624526316e-05,2.0
0x926e92af1c32d86ba8149997f2da63244e6964d5,19,25675645.947368417,25696057.0,169070169.0,1.3518537136263158e-05,2.0
0x458b025de62a845a4ac29c8c64d1f5ba913c03de,19,30000000.0,30000000.0,251232896.0,4.0636835348052634e-05,2.0
0xfc4f424e1aa81390bdd7abe99b39eb5c700b2bfa,19,24863157.89473684,25600000.0,153632896.0,8.118727458947368e-06,2.0
0xf2e2f63be9b8027782c6b197e1be07ced584bca7,19,25600000.0,25600000.0,167632896.0,7.56e-06,2.0
0x77c1e68d6ad3f8893c1481543e8d125c4d4abba5,19,25600000.0,25600000.0,167632896.0,7.174263157894737e-06,2.0
0xac128aa884c64cbe6afecf5c006d51c2bb1bf819,19,22495204.63157895,22589313.0,108641784.0,2.2724379622736845e-05,2.0
0x95eaf3b2a6c8d3b0aa72dd305af9cab3622fc21d,19,18126315.789473683,19200000.0,25632896.0,9.407329045578948e-06,2.0
0x2e5b906e95a772f17198f776725a81ac000512c3,19,25675663.947368417,25696075.0,169070511.0,7.452171744315789e-06,2.0
0x0facce2b79eaac0673a6aab460e3e7ad47a26d7c,19,22200048.789473683,22200089.0,103033823.0,0.0001600391015635263,2.0
0x123694886dbf5ac94dda07135349534536d14caf,19,26008555.52631579,35856544.0,175395451.0,0.00010788420283089474,2.0
0x95c64e9a4a21675c662ee1791d44f6af8af91363,18,28111111.111111112,29000000.0,204010112.0,0.0003256930886626666,2.0
0x8ab3dcd339d8f4b7de599337c1a9a391f51e2acd,18,23466666.666666668,25600000.0,120410112.0,2.60841018865e-05,2.0
0x995a7a271f5c357818a1ff02d66bdacbb3ce9312,18,23466666.666666668,25600000.0,120410112.0,2.7400119224333336e-05,2.0
0xc08a729e298986613b72e38fdf2a9d6d41e97173,18,23822222.222222224,25600000.0,126810112.0,2.8806797371333334e-05,2.0
0xdc1dd50817854f0962580df86b5f7d076d857dfc,18,19166666.666666668,19200000.0,43010112.0,3.7272821754e-05,2.0
0x871a185222966b2dde7c811117431a32ad3d166f,18,26702444.444444444,26773000.0,178654112.0,1.7935563667e-05,2.0
0x66dceb2b3f5beb480b743e0889460fc7be54e2f8,18,30000000.0,30000000.0,238010112.0,5.6711407198833334e-05,2.0
0xf9f6cebdfa582bd9587ae78a16c46eb8e707790c,18,25600000.0,25600000.0,158810112.0,1.9648480707333333e-05,2.0
0x0fb2f8fa14b8752fa6bc442b66bc448f1648919f,18,25600000.0,25600000.0,158810112.0,9.313431883e-06,2.0
